lon,lat
-114.32421875,31.294692993164062
-114.32421875,31.294567108154297
-114.32421875,31.29442596435547
-114.32421875,31.294296264648438
-114.32421875,31.294151306152344
-114.32421875,31.294021606445312
-114.32421875,31.29387664794922
-114.32421875,31.293720245361328
-114.32421875,31.293563842773438
-114.32421875,31.293407440185547
-114.32421875,31.293243408203125
-114.32421875,31.293087005615234
-114.32421875,31.29291534423828
-114.32421875,31.29275131225586
-114.32421875,31.292572021484375
-114.32421875,31.292396545410156
-114.32421875,31.292213439941406
-114.32421875,31.29202651977539
-114.32421875,31.29183578491211
-114.32421875,31.291645050048828
-114.32421875,31.291446685791016
-114.32421875,31.291255950927734
-114.32421875,31.29104995727539
-114.32421875,31.29083251953125
-114.32421875,31.290626525878906
-114.32421875,31.290401458740234
-114.32421875,31.290184020996094
-114.32421875,31.289966583251953
-114.32421875,31.289737701416016
-114.32421875,31.289512634277344
-114.32421875,31.289287567138672
-114.32421875,31.289051055908203
-114.32421875,31.288803100585938
-114.32421875,31.288551330566406
-114.32421875,31.28830337524414
-114.32421875,31.28805923461914
-114.32421875,31.28780746459961
-114.32421875,31.287540435791016
-114.32421875,31.287281036376953
-114.32421875,31.28702163696289
-114.32421875,31.286746978759766
-114.32421875,31.286476135253906
-114.32421875,31.28620147705078
-114.32421875,31.28592300415039
-114.32421875,31.285633087158203
-114.32421875,31.285335540771484
-114.32421875,31.28506088256836
-114.32421875,31.284759521484375
-114.32421875,31.284473419189453
-114.32421875,31.284164428710938
-114.32421875,31.283843994140625
-114.32421875,31.28354263305664
-114.32421875,31.283222198486328
-114.32421875,31.282917022705078
-114.32421875,31.282596588134766
-114.32421875,31.282268524169922
-114.32421875,31.281932830810547
-114.32421875,31.281620025634766
-114.32421875,31.28127670288086
-114.32421875,31.280929565429688
-114.32421875,31.280593872070312
-114.32421875,31.28023910522461
-114.32421875,31.279903411865234
-114.32421875,31.279541015625
-114.32421875,31.279186248779297
-114.32421875,31.278831481933594
-114.32421875,31.278457641601562
-114.32421875,31.278079986572266
-114.32421875,31.277732849121094
-114.32421875,31.27734375
-114.32421875,31.276958465576172
-114.32421875,31.27657699584961
-114.32421875,31.276187896728516
-114.32421875,31.275814056396484
-114.32421875,31.27541732788086
-114.32421875,31.275020599365234
-114.32421875,31.274608612060547
-114.32421875,31.274208068847656
-114.32421875,31.27381134033203
-114.32421875,31.27340316772461
-114.32421875,31.27298355102539
-114.32421875,31.272560119628906
-114.32421875,31.272136688232422
-114.30319213867188,31.27340316772461
-114.30319213867188,31.27381134033203
-114.30319213867188,31.274208068847656
-114.30319213867188,31.274608612060547
-114.30319213867188,31.275020599365234
-114.30319213867188,31.27541732788086
-114.30319213867188,31.275814056396484
-114.30319213867188,31.276187896728516
-114.30319213867188,31.27657699584961
-114.30319213867188,31.276958465576172
-114.30319213867188,31.27734375
-114.30319213867188,31.277732849121094
-114.30319213867188,31.278079986572266
-114.30319213867188,31.278457641601562
-114.30319213867188,31.278831481933594
-114.30319213867188,31.279186248779297
-114.30319213867188,31.279541015625
-114.30319213867188,31.279903411865234
-114.30319213867188,31.28023910522461
-114.30319213867188,31.280593872070312
-114.30319213867188,31.280929565429688
-114.30319213867188,31.28127670288086
-114.30319213867188,31.281620025634766
-114.30319213867188,31.281932830810547
-114.30319213867188,31.282268524169922
-114.30319213867188,31.282596588134766
-114.30319213867188,31.282917022705078
-114.30319213867188,31.283222198486328
-114.30319213867188,31.28354263305664
-114.30319213867188,31.283843994140625
-114.30319213867188,31.284164428710938
-114.30319213867188,31.284473419189453
-114.30319213867188,31.284759521484375
-114.30319213867188,31.28506088256836
-114.30319213867188,31.285335540771484
-114.30319213867188,31.285633087158203
-114.30319213867188,31.28592300415039
-114.30319213867188,31.28620147705078
-114.30319213867188,31.286476135253906
-114.30319213867188,31.286746978759766
-114.30319213867188,31.28702163696289
-114.30319213867188,31.287281036376953
-114.30319213867188,31.287540435791016
-114.30319213867188,31.28780746459961
-114.30319213867188,31.28805923461914
-114.30319213867188,31.28830337524414
-114.30319213867188,31.288551330566406
-114.30319213867188,31.288803100585938
-114.30319213867188,31.289051055908203
-114.30319213867188,31.289287567138672
-114.30319213867188,31.289512634277344
-114.30319213867188,31.289737701416016
-114.30319213867188,31.289966583251953
-114.30319213867188,31.290184020996094
-114.30319213867188,31.290401458740234
-114.30319213867188,31.290626525878906
-114.30319213867188,31.29083251953125
-114.30319213867188,31.29104995727539
-114.30319213867188,31.291255950927734
-114.30319213867188,31.291446685791016
-114.30319213867188,31.291645050048828
-114.30319213867188,31.29183578491211
-114.30319213867188,31.29202651977539
-114.30319213867188,31.292213439941406
-114.30319213867188,31.292396545410156
-114.30319213867188,31.292572021484375
-114.30319213867188,31.29275131225586
-114.30319213867188,31.29291534423828
-114.30319213867188,31.293087005615234
-114.30319213867188,31.293243408203125
-114.30319213867188,31.293407440185547
-114.30319213867188,31.293563842773438
-114.30319213867188,31.293720245361328
-114.30319213867188,31.29387664794922
-114.30319213867188,31.294021606445312
-114.30319213867188,31.294151306152344
-114.30319213867188,31.294296264648438
-114.30319213867188,31.29442596435547
-114.30319213867188,31.294567108154297
-114.30319213867188,31.294692993164062
-114.30319213867188,31.294815063476562
-114.30319213867188,31.294937133789062
-114.30319213867188,31.29505157470703
-114.30319213867188,31.295162200927734
-114.30319213867188,31.295265197753906
-114.30319213867188,31.29537582397461
-114.30319213867188,31.295482635498047
-114.30319213867188,31.295574188232422
-114.30319213867188,31.295673370361328
-114.30319213867188,31.295764923095703
-114.30319213867188,31.295852661132812
-114.30319213867188,31.29593276977539
-114.30319213867188,31.296016693115234
-114.30319213867188,31.296085357666016
-114.30319213867188,31.296157836914062
-114.30319213867188,31.296234130859375
-114.30319213867188,31.296295166015625
-114.30319213867188,31.296356201171875
-114.30319213867188,31.296424865722656
-114.30319213867188,31.29647445678711
-114.30319213867188,31.296520233154297
-114.30319213867188,31.29657745361328
-114.30319213867188,31.296615600585938
-114.30319213867188,31.29665756225586
-114.30319213867188,31.29669189453125
-114.30319213867188,31.29671859741211
-114.30319213867188,31.2967529296875
-114.30319213867188,31.29677963256836
-114.30319213867188,31.296802520751953
-114.30319213867188,31.29682159423828
-114.30319213867188,31.296836853027344
-114.30319213867188,31.296844482421875
-114.30319213867188,31.296844482421875
-114.30319213867188,31.296863555908203
-114.30319213867188,31.296863555908203
-114.30319213867188,31.296844482421875
-114.30319213867188,31.296844482421875
-114.30319213867188,31.296836853027344
-114.30319213867188,31.29682159423828
-114.30319213867188,31.296802520751953
-114.30319213867188,31.29677963256836
-114.30319213867188,31.2967529296875
-114.30319213867188,31.29671859741211
-114.30319213867188,31.29669189453125
-114.30319213867188,31.29665756225586
-114.30319213867188,31.296615600585938
-114.30319213867188,31.29657745361328
-114.30319213867188,31.296520233154297
-114.30319213867188,31.29647445678711
-114.30319213867188,31.296424865722656
-114.30319213867188,31.296356201171875
-114.30319213867188,31.296295166015625
-114.30319213867188,31.296234130859375
-114.30319213867188,31.296157836914062
-114.30319213867188,31.296085357666016
-114.30319213867188,31.296016693115234
-114.30319213867188,31.29593276977539
-114.30319213867188,31.295852661132812
-114.30319213867188,31.295764923095703
-114.30319213867188,31.295673370361328
-114.30319213867188,31.295574188232422
-114.30319213867188,31.295482635498047
-114.30319213867188,31.29537582397461
-114.30319213867188,31.295265197753906
-114.30319213867188,31.295162200927734
-114.30319213867188,31.29505157470703
-114.30319213867188,31.294937133789062
-114.30319213867188,31.294815063476562
-114.30319213867188,31.294692993164062
-114.30319213867188,31.294567108154297
-114.30319213867188,31.29442596435547
-114.30319213867188,31.294296264648438
-114.30319213867188,31.294151306152344
-114.30319213867188,31.294021606445312
-114.30319213867188,31.29387664794922
-114.30319213867188,31.293720245361328
-114.30319213867188,31.293563842773438
-114.30319213867188,31.293407440185547
-114.30319213867188,31.293243408203125
-114.30319213867188,31.293087005615234
-114.30319213867188,31.29291534423828
-114.30319213867188,31.29275131225586
-114.30319213867188,31.292572021484375
-114.30319213867188,31.292396545410156
-114.30319213867188,31.292213439941406
-114.30319213867188,31.29202651977539
-114.30319213867188,31.29183578491211
-114.30319213867188,31.291645050048828
-114.30319213867188,31.291446685791016
-114.30319213867188,31.291255950927734
-114.30319213867188,31.29104995727539
-114.30319213867188,31.29083251953125
-114.30319213867188,31.290626525878906
-114.30319213867188,31.290401458740234
-114.30319213867188,31.290184020996094
-114.30319213867188,31.289966583251953
-114.30319213867188,31.289737701416016
-114.30319213867188,31.289512634277344
-114.30319213867188,31.289287567138672
-114.30319213867188,31.289051055908203
-114.30319213867188,31.288803100585938
-114.30319213867188,31.288551330566406
-114.30319213867188,31.28830337524414
-114.30319213867188,31.28805923461914
-114.30319213867188,31.28780746459961
-114.30319213867188,31.287540435791016
-114.30319213867188,31.287281036376953
-114.30319213867188,31.28702163696289
-114.30319213867188,31.286746978759766
-114.30319213867188,31.286476135253906
-114.30319213867188,31.28620147705078
-114.30319213867188,31.28592300415039
-114.30319213867188,31.285633087158203
-114.30319213867188,31.285335540771484
-114.30319213867188,31.28506088256836
-114.30319213867188,31.284759521484375
-114.30319213867188,31.284473419189453
-114.30319213867188,31.284164428710938
-114.30319213867188,31.283843994140625
-114.30319213867188,31.28354263305664
-114.30319213867188,31.283222198486328
-114.30319213867188,31.282917022705078
-114.30319213867188,31.282596588134766
-114.30319213867188,31.282268524169922
-114.30319213867188,31.281932830810547
-114.30319213867188,31.281620025634766
-114.30319213867188,31.28127670288086
-114.30319213867188,31.280929565429688
-114.30319213867188,31.280593872070312
-114.30319213867188,31.28023910522461
-114.30319213867188,31.279903411865234
-114.30319213867188,31.279541015625
-114.30319213867188,31.279186248779297
-114.30319213867188,31.278831481933594
-114.30319213867188,31.278457641601562
-114.30319213867188,31.278079986572266
-114.30319213867188,31.277732849121094
-114.30319213867188,31.27734375
-114.30319213867188,31.276958465576172
-114.30319213867188,31.27657699584961
-114.30319213867188,31.276187896728516
-114.30319213867188,31.275814056396484
-114.30319213867188,31.27541732788086
-114.30319213867188,31.275020599365234
-114.30319213867188,31.274608612060547
-114.30319213867188,31.274208068847656
-114.30319213867188,31.27381134033203
-114.30319213867188,31.27340316772461
-114.30319213867188,31.27298355102539
-114.30319213867188,31.272560119628906
-114.30319213867188,31.272136688232422
-114.28216552734375,31.27340316772461
-114.28216552734375,31.27381134033203
-114.28216552734375,31.274208068847656
-114.28216552734375,31.274608612060547
-114.28216552734375,31.275020599365234
-114.28216552734375,31.27541732788086
-114.28216552734375,31.275814056396484
-114.28216552734375,31.276187896728516
-114.28216552734375,31.27657699584961
-114.28216552734375,31.276958465576172
-114.28216552734375,31.27734375
-114.28216552734375,31.277732849121094
-114.28216552734375,31.278079986572266
-114.28216552734375,31.278457641601562
-114.28216552734375,31.278831481933594
-114.28216552734375,31.279186248779297
-114.28216552734375,31.279541015625
-114.28216552734375,31.279903411865234
-114.28216552734375,31.28023910522461
-114.28216552734375,31.280593872070312
-114.28216552734375,31.280929565429688
-114.28216552734375,31.28127670288086
-114.28216552734375,31.281620025634766
-114.28216552734375,31.281932830810547
-114.28216552734375,31.282268524169922
-114.28216552734375,31.282596588134766
-114.28216552734375,31.282917022705078
-114.28216552734375,31.283222198486328
-114.28216552734375,31.28354263305664
-114.28216552734375,31.283843994140625
-114.28216552734375,31.284164428710938
-114.28216552734375,31.284473419189453
-114.28216552734375,31.284759521484375
-114.28216552734375,31.28506088256836
-114.28216552734375,31.285335540771484
-114.28216552734375,31.285633087158203
-114.28216552734375,31.28592300415039
-114.28216552734375,31.28620147705078
-114.28216552734375,31.286476135253906
-114.28216552734375,31.286746978759766
-114.28216552734375,31.28702163696289
-114.28216552734375,31.287281036376953
-114.28216552734375,31.287540435791016
-114.28216552734375,31.28780746459961
-114.28216552734375,31.28805923461914
-114.28216552734375,31.28830337524414
-114.28216552734375,31.288551330566406
